"UID","PID","LEGTYPE","CHAMBER","CHAMBERANK","STATECODE","STATE","DISTRICT","DISTRAIL","DISTYPE","PARTYRANK","PERCENTVOT","ELECTDATE","REELECTYR","ELECTCODE","FECLINK","PYRACUSC","CYRACUSC","PYRADASC","CYRADASC","PYRAFLSC","CYRAFLSC","PYRUSCOSC","CYRUSCOSC","SEATSTCODE","SEATSTAT","DISTRICTID","SEATID","PARTYCODE","FIRSTNAME","LASTNAME","MIDNAME","NICKNAME","PREFIX","GENSUFFIX","TITLE","PROFSUFFIX","GENDER","LEGALNAME","PRONUNCTON","BIRTHPLACE","BIRTHYEAR","BIRTHMONTH","BIRTHDATE","MARITAL","SPOUSE","RESIDENCE","FAMILY","RELIGCODE","RELIGION","ETHCODE","ETHNICS","REOFC1","REOFC1DATE","REOFC2","REOFC2DATE","RECOCCODE1","RECENTOCC1","RECOCCODE2","RECENTOCC2","SCHOOL1","DEGREE1","EDUDATE1","SCHOOL2","DEGREE2","EDUDATE2","SCHOOL3","DEGREE3","EDUDATE3","MILBRANCH1","MILRANK1","MILDATES1","MILBRANCH2","MILRANK2","MILDATES2","MAILNAME","MAILTITLE","MAILADDR1","MAILADDR2","MAILADDR3","MAILADDR4","MAILADDR5","EMAIL","WEBFORM","WEBSITE","WEBLOG","FACEBOOK","TWITTER","YOUTUBE","PHOTOPATH","PHOTOFILE"
23346,254536,"SL","H",61,"TN","Tennessee","092","","",29,100,"2007","2012","G","",0,0,0,0,0,0,0,0,"AOK","Normal",6057,6935,"D","G.A.","Hardaway","","G.A.","Rep.","","Tennessee Representative","","M","Goffrey A. Hardaway","","Meridian, MS","1954","06","18","Divorced","","Memphis, TN","3 children","BAP","Baptist",1,"Black/African American","Member, Shelby County Debt Collaborative","1962","Member, Shelby County Juvenile Court Advisory Council","1962","REL","Investor","","","DePaul University (IL)","B.S.","1962","","","","","","","","","","","","","Rep. G.A. Hardaway","Tennessee Representative","Room 22","Legislative Plaza","301 Sixth Avenue North","","Nashville, TN 37243","rep.ga.hardaway@capitol.tn.gov","","http://www.legislature.state.tn.us/house/members/h93.html","","","","","Images\Photos\SL\TN\H","Hardaway_GA_254536.jpg"
23446,199188,"SL","H",43,"TX","Texas","064","","",23,80.700000000000003,"2000","2012","G","",0,0,0,0,0,0,0,0,"AOK","Normal",6193,7073,"R","Myra","Crownover","","Myra","Rep.","","Texas Representative","","F","Myra W. Crownover","","Colorado City, TX","1947","04","26","Widow","","Lake Dallas, TX","4 children; 4 grandchildren","PRE","Presbyterian",5,"White/Caucasian","Treasurer, Member, Southern States Energy Board","1981","","","BUS","Director","EDU","Former Public School Teacher","Texas A&M University","M.Ed.","1981","Southern Methodist University (TX)","B.A.","1981","Colorado City High School","","1981","","","","","","","Rep. Myra Crownover","Texas Representative","","Capitol Extension","PO Box 2910","","Austin, TX 78768-2910","myra.crownover@house.state.tx.us","http://www.house.state.tx.us/members/member-page/email/?district=64&session=82","http://www.house.state.tx.us/members/member-page/?district=64","","http://www.facebook.com/pages/Myra-Crownover/253906999207?sk=info","","","Images\Photos\SL\TX\H","Crownover_Myra_199188.jpg"
23533,293001,"SL","H",57,"UT","Utah","002","","",42,80.200000000000003,"2010","2012","G","",0,0,0,0,0,0,0,0,"AOK","Normal",6315,7197,"R","Lee","Perry","B.","Lee","Rep.","","Utah Representative","","M","Lee B. Perry","","Brigham City, UT","1966","08","10","Married","Kathy","Perry, UT","4 children ","MOR","Mormon",5,"White/Caucasian","Peer Support Member, UT Critical Incident Stress Management Team","1973","","","LEN","Officer","","","Columbia College (CA)","Bach. Deg.","1973","","","","","","","","","","","","","Rep. Lee Perry","Utah Representative","Suite 350","State Capitol ","350 North State Street","","Salt Lake City, UT 84114","leeperry@le.utah.gov","","http://le.utah.gov/house2/detail.jsp?i=PERRYLB","","http://www.facebook.com/pages/Lee-Perry-for-State-Representative/10150160179685604#!/pages/Lee-Perry-for-State-Representative/10150160179685604?sk=info","","","Images\Photos\SL\UT\H","Perry_Lee_293001.jpg"
23641,198623,"SL","H",5,"RI","Rhode Island","023","","",5,58.799999999999997,"1990","2012","G","",0,0,0,0,0,0,0,0,"AOK","Normal",5619,6456,"D","Robert","Flaherty","E.","Robert","Rep.","","Rhode Island Representative","","M","Robert E. Flaherty","","Providence, RI","1948","10","11","Married","Claire C. Banisch","Warwick, RI","4 children","ROC","Roman Catholic",5,"White/Caucasian","","","","","LAW","Attorney and Partner","","","Suffolk University Law School (MA)","J.D.","1979","University of Rhode Island","M.P.A.","1975","Providence College (RI)","B.A.","1970","U.S. Army, Army Medical Service Corps","LT","1970-1973","","","","Rep. Robert Flaherty","Rhode Island Representative","","State House","82 Smith Street","","Providence, RI 02903-1105","rep-flaherty@rilin.state.ri.us","","http://www.rilin.state.ri.us/Flaherty","","","","","Images\Photos\SL\RI\H","Flaherty_Robert_198623.jpg"
28353,289716,"SL","H",53,"ID","Idaho","021","A","",45,65.700000000000003,"2012","2014","G","",0,0,0,0,0,0,0,0,"AOK","Normal",1469,1972,"R","Thomas","Dayley","E.","Tom","Rep.","","Idaho Representative","","M","Thomas E. Dayley","","","","","","","","","","","",,"","Candidate, Idaho House District 21 (ID021)","2010-2010","","","","","","","","","","","","","","","","","","","","","","Rep. Thomas Dayley","Idaho Representative","","State Capitol Building","PO Box 83720","","Boise, ID 83720-0038","tdaylet@house.idaho.gov","http://legislature.idaho.gov/about/contactmembersform.cfm?ID=2109","http://legislature.idaho.gov/house/membershipSingle.cfm?ID=2109","","","","","Images\Photos\SL\ID\H","Dayley_Thomas_289716.jpg"
23734,198716,"SL","S",1,"SC","South Carolina","026","","",1,63.100000000000001,"1976","2012","G","",0,0,0,0,0,0,0,0,"AOK","Normal",5865,6704,"D","Nikki","Setzler","G.","Nikki","Sen.","","South Carolina Senator","","M","Nikki Giles Setzler","","Asheville, NC","1945","08","07","Married","Ada Jane Taylor","West Columbia, SC","4 children","LUT","Lutheran",5,"White/Caucasian","Member, National Commission of Teaching America's Future","1999","Chair, Governor's Commission on Teacher Quality","1999","LAW","Attorney","","","University of South Carolina Law School (SC)","J.D.","1971","University of South Carolina (SC)","B.A.","1968","","","","","","","","","","Sen. Nikki Setzler","South Carolina Senator","","South Carolina Senate","PO Box 142","","Columbia, SC 29202-0142","NikkiSetzler@scsenate.gov","http://www.scstatehouse.gov/email.php?T=M&C=1649999802","http://www.scstatehouse.gov/member.php?code=1649999802","","","","","Images\Photos\SL\SC\S","Setzler_Nikki_198716.jpg"
23816,337712,"SL","H",120,"SC","South Carolina","064","","",48,52.5,"04/05/2011","2012","S","",0,0,0,0,0,0,0,0,"AOK","Normal",5779,6618,"D","Kevin","Johnson","L.","Kevin","Rep.","","South Carolina Representative","","M","Kevin L. Johnson","","Kentucky","1960","09","27","Married","Gloria R.","Manning, SC","3 children ","BAP","Baptist",1,"Black/African American","Mayor, City of Manning","2000-2011","Member, Manning City Council","1994-2000","BUS","Chairman","","","University of South Carolina","B.S.","1982","","","","","","","","","","","","","Rep. Kevin Johnson","South Carolina Representative","","Blatt Building","PO Box 11867","","Columbia, SC 29211","KevinJohnson@schouse.gov","http://www.scstatehouse.gov/email.php?T=M&C=947727159","http://www.scstatehouse.gov/member.php?code=0947727159","","http://www.facebook.com/event.php?eid=177518005617923#!/pages/Kevin-Johnson-for-SC-House-District-64/166406196738128","http://twitter.com/kevinljohnson","","Images\Photos\SL\SC\H","Johnson_Kevin_337712.jpg"
24003,293515,"SL","S",46,"PA","Pennsylvania","022","","",18,62.600000000000001,"2010","2014","G","",0,0,0,0,0,0,0,0,"AOK","Normal",5566,6401,"D","John","Blake","P.","John","Sen.","","Pennsylvania Senator","","M","John P. Blake","","Archbald, PA","1960","08","01","Married","Louise Kubilis","Archbald, PA","2 children ","CAT","Catholic",5,"White/Caucasian","Member, PA Base Development Commission","1963","","","PUB","Chief Operating Officer, Executive Deputy Secretary","BUS","Vice President and Senior Development Advisor","University of Scranton (PA)","M.B.A.","2001","Harvard University Kennedy School of Government (MA)","","1998","Marywood College (PA)","M.S.W.","1987","","","","","","","Sen. John Blake","Pennsylvania Senator","","","PO Box 203022","","Harrisburg, PA 17120-3022","senatorblake@pasenate.com","","http://www.legis.state.pa.us/cfdocs/legis/home/member_information/Senate_bio.cfm?id=1227","","http://www.facebook.com/pages/John-Blake-for-Senate/341079580988?ref=ts","","","Images\Photos\SL\PA\S","Blake_John_293515.jpg"
24087,198278,"SL","H",10,"PA","Pennsylvania","053","","",4,65.299999999999997,"1982","2012","G","",0,0,0,0,0,0,0,0,"AOK","Normal",5394,6229,"R","Robert","Godshall","W.","Bob","Rep.","","Pennsylvania Representative","","M","Robert W. Godshall","","Souderton, PA","1933","05","15","Divorced","","Souderton, PA","5 children","MEN","Mennonite",5,"White/Caucasian","Comptroller, Montgomery County","1980-1983","President and Member, Sounderton School Board","1963-1980","PUB","Former Director","BUS","Owner and Manager","University of Pennsylvania Wharton School of Business (PA)","","1956","Juniata College (PA)","B.S.","1955","Souderton High School","","1951","","","","","","","Rep. Robert Godshall","Pennsylvania Representative","","","PO Box 202053","","Harrisburg, PA 17120-2053","rgodshall@pahousegop.com","http://www.bobgodshall.com/Contact.aspx","http://www.legis.state.pa.us/cfdocs/legis/home/member_information/house_bio.cfm?id=111","","","","http://www.youtube.com/user/RepGodshall","Images\Photos\SL\PA\H","Godshall_Robert_198278.jpg"
24160,248725,"SL","H",125,"PA","Pennsylvania","129","","",67,100,"2006","2012","G","",0,0,0,0,0,0,0,0,"AOK","Normal",5470,6305,"R","Jim","Cox","","Jim","Rep.","","Pennsylvania Representative","","M","Jim Cox","","Chicago, IL","","","","Married","Kelly","Sinking Spring, PA","4 children","","",5,"White/Caucasian","","","","","VOL","Government Affairs Coordinator","PUB","Legislator","Regent University Law School (VA)","J.D.","1962","Pensacola Christian College (FL)","","1962","","","","","","","","","","Rep. Jim Cox","Pennsylvania Representative","","","PO Box 202129","","Harrisburg, PA 17120-2129","jcox@pahousegop.com","http://www.repjimcox.com/Contact.aspx","http://www.legis.state.pa.us/cfdocs/legis/home/member_information/house_bio.cfm?id=1114","","http://www.facebook.com/RepJimCox","","http://www.youtube.com/user/RepJimCox","Images\Photos\SL\PA\H","Cox_Jim_248725.jpg"
24245,248379,"SL","S",2,"PR","Puerto Rico","000","B","",1,7.9000000000000004,"1996","2012","G","",0,0,0,0,0,0,0,0,"AOK","Normal",7831,7761,"PNP","Lucy","Arce Ferrer","Z.","Luz","Sen.","","Puerto Rico Senator","","F","Lucy Z. Arce Ferrer","","Aguadilla, PR","","","","","","San Juan, PR","","","",2,"Hispanic/Latino","Member, National Hispanic Caucus of State Legislators Health Committee Chair","1973","Former Senate Alternate Floor Leader, Senate Vice President","1973","PUB","Assistant Administrator","PUB","Regional Director","Temple University (PA)","","1973","College of Agriculture and Mech. Arts University of Puerto Rico","B.A.","1973","","","","","","","","","","Sen. Lucy Arce Ferrer","Puerto Rico Senator","","The Capitol - Senate","PO Box 9023431","","San Juan, PR 00902-3431","larce@senadopr.us","","http://www.senadopr.us/senadores/HONLUZZARCEFERRER/Pages/default.aspx","","","","","Images\Photos\SL\PR\S","ArceFerrer_Lucy_248379.jpg"
24378,197734,"SL","H",34,"NY","New York","081","","",31,77.099999999999994,"1994","2012","G","",0,0,0,0,0,0,0,0,"AOK","Normal",4514,5337,"D","Jeffrey","Dinowitz","","Jeffrey","Hon.","","New York Assemblymember","","M","Jeffrey Dinowitz","","Bronx, NY","1954","12","03","Married","Sylvia Gottlieb","Bronx, NY","2 children","JEW","Jewish",5,"White/Caucasian","Member, District Council 37","2012","District Leader, Bronx Democratic Party","1986-1994","LAW","Administrative Law Judge","LAW","Attorney","Brooklyn Law School (NY)","J.D.","1979","Herbert H. Lehman College (NY)","B.A.","1975","Bronx High School of Science (NY)","","1971","","","","","","","Hon. Jeffrey Dinowitz","New York Representative","Room 824","Legislative Office Building","","","Albany, NY 12248","dinowij@assembly.state.ny.us","http://assembly.state.ny.us/mem/Jeffrey-Dinowitz/contact/","http://assembly.state.ny.us/mem/Jeffrey-Dinowitz","","http://www.facebook.com/people/Jeffrey-Dinowitz/1212863098","","","Images\Photos\SL\NY\H","Dinowitz_Jeffrey_197734.jpg"
24476,206424,"SL","S",4,"OH","Ohio","031","","",2,67.299999999999997,"2006","2014","G","",0,0,0,0,0,0,0,0,"AOK","Normal",5071,5900,"R","Tim","Schaffer","","Tim","Sen.","","Ohio Senator","","M","Tim Schaffer","","Columbus, OH","1963","01","25","Married","Lori","Lancaster, OH","","MET","Methodist",5,"White/Caucasian","Member, OH State House of Representatives","2000-2006","Member, OH Rural Development Partnership","1997-2005","BUS","Vice President","BUS","Former Public Relations Director","Mount Union College (OH)","B.A.","1985","","","","","","","","","","","","","Sen. Tim Schaffer","Ohio Senator","Room 142","Senate Building","One Capitol Square","","Columbus, OH 43215","schaffer@ohiosenate.gov","","http://www.ohiosenate.gov/tim-schaffer.html","","","","","Images\Photos\SL\OH\S","Schaffer_Tim_206424.jpg"
24635,295192,"SL","H",79,"OK","Oklahoma","009","","",55,100,"2010","2014","G","",0,0,0,0,0,0,0,0,"AOK","Normal",5087,5918,"R","Marty","Quinn","L.","Marty","Rep.","","Oklahoma Representative","","M","Marty L. Quinn","","","","","","Married","Kelley","Claremore, OK","2 children ","COC","Church of Christ",5,"White/Caucasian","","","","","BUS","Insurance Agent","","","","","","","","","","","","","","","","","","Rep. Marty Quinn","Oklahoma Representative","Room 300-C","State Capitol Building","2300 North Lincoln Boulevard","","Oklahoma City, OK 73105","marty.quinn@okhouse.gov","","http://www.okhouse.gov/District.aspx?District=9","","","","","Images\Photos\SL\OK\H","Quinn_Marty_295192.jpg"
24734,198127,"SL","S",22,"OR","Oregon","021","","",12,97.599999999999994,"2008","2012","G","",0,0,0,0,0,0,0,0,"AOK","Normal",5313,6146,"D","Diane","Rosenbaum","","Diane","Sen.","","Oregon Senator","","F","Diane M. Rosenbaum","","Berkeley, CA","1949","11","26","Married","Jas Adams","Portland, OR","","","",5,"White/Caucasian","Majority Leader, OR State Senate","2011","Member, OR State House of Representatives (OR042)","1998-2008","LAW","Technician (Retired)","","","Reed College (OR)","B.A.","1998-2008","","","","","","","","","","","","","Sen. Diane Rosenbaum","Oregon Senator","Room S-223","State Capitol","900 Court Street, NE","","Salem, OR 97301","sen.dianerosenbaum@state.or.us","","http://www.leg.state.or.us/rosenbaum","","http://www.facebook.com/people/Diane-Rosenbaum/1143281747","","","Images\Photos\SL\OR\S","Rosenbaum_Diane_198127.jpg"
24861,227727,"SL","S",27,"NM","New Mexico","012","","",17,100,"2004","2012","G","",0,0,0,0,0,0,0,0,"AOK","Normal",4374,5195,"D","Gerald","Ortiz y Pino","P.","Jerry","Sen.","","New Mexico Senator","","M","Gerald P. Ortiz y pino","","Santa Fe, NM","1942","08","28","Married","Donna Bruzzese","Albuquerque, NM","3 children ","ROC","Roman Catholic",2,"Hispanic/Latino","Candidate, NM State Lieutenant Governor","2010","","","PUB","Director","PUB","Director","Tulane University (LA)","M.S.W.","1968","University of New Mexico","B.A.","1965","","","","","","","","","","Sen. Gerald Ortiz y Pino","New Mexico Senator","Room 218-B","State Capitol","490 Old Santa Fe Trail","","Santa Fe, NM 87503","gerald.ortizypino@nmlegis.gov","","http://www.nmlegis.gov/lcs/legdetails.aspx?SPONCODE=SORTI","","","","","Images\Photos\SL\NM\S","OrtizyPino_Gerald_227727.jpg"
24946,250655,"SL","H",45,"NM","New Mexico","061","","",16,100,"2006","2012","G","",0,0,0,0,0,0,0,0,"AOK","Normal",4353,5174,"R","Shirley","Tyler","A.","Shirley","Rep.","","New Mexico Representative","","F","Shirley A. Tyler","","","","","","Not Stated","","Lovington, NM","","","",5,"White/Caucasian","","","","","PUB","Legislator","","","","","","","","","","","","","","","","","","Rep. Shirley Tyler","New Mexico Representative","Room 201-B","State Capitol","490 Old Santa Fe Trail","","Santa Fe, NM 87503","sntyler@valornet.com","","http://www.nmlegis.gov/lcs/legdetails.aspx?SPONCODE=HTYLE","","","","","Images\Photos\SL\NM\H","Tyler_Shirley_250655.jpg"
25046,250880,"SL","S",38,"NY","New York","010","","",17,99.700000000000003,"2006","2012","G","",0,0,0,0,0,0,0,0,"AOK","Normal",4593,5416,"D","Shirley","Huntley","L.","Shirley","Sen.","","New York Senator","","F","Shirley L. Huntley","","","","","","Married","Herbert Huntley","Jamaica, NY","","","",1,"Black/African American","President, Community Education Council","2004-2005","President and Member, Community School Board 28","1993-2004","BUS","Maintenance","","","","","","","","","","","","","","","","","","Sen. Shirley Huntley","New York Senator","Room 508","Legislative Office Building","","","Albany, NY 12247","shuntley@nysenate.gov","http://www.nysenate.gov/senator/shirley-l-huntley/contact","http://www.nysenate.gov/senator/shirley-l-huntley","","http://www.facebook.com/people/Shirley-L-Huntley/1210706953","","","Images\Photos\SL\NY\S","Huntley_Shirley_250880.jpg"
