"UID","PID","LEGTYPE","CHAMBER","CHAMBERANK","STATECODE","STATE","DISTRICT","DISTRAIL","DISTYPE","PARTYRANK","PERCENTVOT","ELECTDATE","REELECTYR","ELECTCODE","FECLINK","PYRACUSC","CYRACUSC","PYRADASC","CYRADASC","PYRAFLSC","CYRAFLSC","PYRUSCOSC","CYRUSCOSC","SEATSTCODE","SEATSTAT","DISTRICTID","SEATID","PARTYCODE","FIRSTNAME","LASTNAME","MIDNAME","NICKNAME","PREFIX","GENSUFFIX","TITLE","PROFSUFFIX","GENDER","LEGALNAME","PRONUNCTON","BIRTHPLACE","BIRTHYEAR","BIRTHMONTH","BIRTHDATE","MARITAL","SPOUSE","RESIDENCE","FAMILY","RELIGCODE","RELIGION","ETHCODE","ETHNICS","REOFC1","REOFC1DATE","REOFC2","REOFC2DATE","RECOCCODE1","RECENTOCC1","RECOCCODE2","RECENTOCC2","SCHOOL1","DEGREE1","EDUDATE1","SCHOOL2","DEGREE2","EDUDATE2","SCHOOL3","DEGREE3","EDUDATE3","MILBRANCH1","MILRANK1","MILDATES1","MILBRANCH2","MILRANK2","MILDATES2","MAILNAME","MAILTITLE","MAILADDR1","MAILADDR2","MAILADDR3","MAILADDR4","MAILADDR5","EMAIL","WEBFORM","WEBSITE","WEBLOG","FACEBOOK","TWITTER","YOUTUBE","PHOTOPATH","PHOTOFILE"
23522,199264,"SL","H",2,"TX","Texas","141","","",1,87.900000000000006,"1972","2014","G","",0,0,0,0,0,0,0,0,"AOK","Normal",6270,7150,"D","Senfronia","Thompson","","Senfronia","Rep.","","Texas Representative","","F","Senfronia Thompson","","Booth, TX","1939","01","01","Single","","Houston, TX","3 children; 1 grandchild","CAT","Catholic",1,"Black/African American","Co-Chair, TX State Joint Committee on Human Trafficking","2013","Chairman, TX State House Committee on Local and Consent Calendars","2013","EDU","Former Public School Teacher","LAW","Attorney","University of Houston School of Law (TX)","LL.M.","2013","Texas University","J.D.","2013","Prairie View Agricultural and Mechanical University (TX)","M.Ed.","2013","","","","","","","Rep. Senfronia Thompson","Texas Representative","","Capitol Extension","PO Box 2910","","Austin, TX 78768-2910","senfronia.thompson@house.state.tx.us","http://www.house.state.tx.us/members/member-page/email/?district=141&session=83","http://www.house.state.tx.us/members/member-page/?district=141","","http://www.facebook.com/people/Senfronia-Thompson/100000297688160","","","Images\Photos\SL\TX\H","Thompson_Senfronia_199264.jpg"
23632,198614,"SL","H",15,"RI","Rhode Island","016","","",15,96.900000000000006,"1994","2014","G","",0,0,0,0,0,0,0,0,"AOK","Normal",5612,6449,"D","Peter","Palumbo","G.","Peter","Rep.","","Rhode Island Representative","","M","Peter G. Palumbo","","Providence, RI","1961","03","27","Married","Amie Lynn","Cranston, RI","2 children","","",5,"White/Caucasian","Chairman, RI State House Committee on Rules","2013","Secretary, RI State House Committee on Oversight","2013","BUS","Sales Director, Managing Partner","BUS","Founder and President","Bryant College (RI)","","2013","Cranston West High School","","2013","","","","","","","","","","Rep. Peter Palumbo","Rhode Island Representative","","State House","82 Smith Street","","Providence, RI 02903-1105","rep-palumbo@rilin.state.ri.us","","http://www.rilin.state.ri.us/representatives/Palumbo/default.aspx","","","","","Images\Photos\SL\RI\H","Palumbo_Peter_198614.jpg"
23732,272019,"SL","S",46,"SC","South Carolina","024","","",28,98.900000000000006,"2012","2016","G","",0,0,0,0,0,0,0,0,"AOK","Normal",5863,6702,"R","Tom","Young","R.","Tom","Sen.","Jr.","South Carolina Senator","","M","Thomas R. Young Jr.","","Aiken, SC","1971","10","08","Married","Heather Winkles","Aiken, SC","2 children","MET","Methodist",5,"White/Caucasian","Member (SC081 R), SC State House","2008-2013","Vice Chair, University of South Carolina Aiken Partnership","2008-2013","BUS","Small Businessman","LAW","Attorney","University of South Carolina Law School (SC)","J.D.","1996","University of South Carolina","B.A.","1993","Aiken High School","","1993","","","","","","","Sen. Tom Young Jr.","South Carolina Senator","","South Carolina Senate","PO Box 142","","Columbia, SC 29202-0142","TomYoung@scsenate.gov","","http://www.scstatehouse.gov/member.php?code=1996590730","","","","","Images\Photos\SL\SC\S","Young_Tom_272019.jpg"
23811,249815,"SL","H",60,"SC","South Carolina","059","","",28,99.5,"2006","2014","G","",0,0,0,0,0,0,0,0,"AOK","Normal",5774,6613,"D","Terry","Alexander","","Terry","Rep.","","South Carolina Representative","","M","Terry Alexander","","Florence, SC","1955","01","23","Married","Starlee Davis","Florence, SC","2 children","BAP","Baptist",1,"Black/African American","Chairman, SC State Subcommittee on Social Services, Mental Health and Children's Affairs","2013","Member, Florence County Council","1990-1996","EDU","Educational Consultant","EDU","Adjunct Professor of Religion","Howard University School of Divinity (DC)","M.Div.","1998","Francis Marion University (SC)","B.A.","1991","Durham Business College (NC)","A.D.","1976","","","","","","","Rep. Terry Alexander","South Carolina Representative","","Blatt Building","PO Box 11867","","Columbia, SC 29211","TerryAlexander@schouse.gov","http://www.scstatehouse.gov/email.php?T=M&C=11363635","http://www.scstatehouse.gov/member.php?code=0011363635","","http://www.facebook.com/profile.php?id=1472781611","","","Images\Photos\SL\SC\H","Alexander_Terry_249815.jpg"
32868,410306,"SL","H",88,"KS","Kansas","038","","",64,57.299999999999997,"2012","2014","G","",0,0,0,0,0,0,0,0,"AOK","Normal",2070,2596,"R","Willie","Dove","","Willie","Rep.","","Kansas Representative","","M","Willie Dove","","","","","","","","","","","",,"","","","","","","","","","","","","","","","","","","","","","","","","Rep. Willie Dove","Kansas Representative","Room 167-W","Kansas State Capitol","300 SW Tenth Avenue","","Topeka, KS 66612-1504","willie.dove@house.ks.gov","","http://www.kslegislature.org/li/b2013_14/members/rep_dove_willie_1/","","http://www.facebook.com/pages/Willie-Dove/462274130463108","","","",""
23912,271365,"SL","H",10,"SD","South Dakota","001","A","",2,44.799999999999997,"2008","2014","G","",0,0,0,0,0,0,0,0,"AOK","Normal",5886,6728,"D","Dennis","Feickert","","Dennis","Rep.","","South Dakota Representative","","M","Dennis Feickert","","Aberdeen, SD","1948","06","19","Married","Rae","Aberdeen, SD","3 children ","CAT","Catholic",5,"White/Caucasian","Member (SD003 D), SD State House","2008-2013","Member, Brown County Board of Commissioners","1987-2009","AGR","Owner, Operator","AGR","Owner, Farmer, Rancher","Northern State University (SD)","","1987-2009","Leola High School","","1966","","","","","","","","","","Rep. Dennis Feickert","South Dakota Representative","","State Capitol","501 East Capitol Avenue","","Pierre, SD 57501-5070","rep.feickert@state.sd.us","http://legis.state.sd.us/email/LegislatorEmail.aspx?MemberID=118","http://legis.state.sd.us/sessions/2013/MemberDetail.aspx?Member=118","","","","","Images\Photos\SL\SD\H","Feickert_Dennis_271365.jpg"
24057,198248,"SL","H",9,"PA","Pennsylvania","025","","",6,54.799999999999997,"1982","2014","G","",0,0,0,0,0,0,0,0,"AOK","Normal",5366,6201,"D","Joseph","Markosek","F.","Joe","Rep.","","Pennsylvania Representative","","M","Joseph F. Markosek","","Pittsburgh, PA","1950","01","27","Divorced","","Monroeville, PA","1 child","ROC","Roman Catholic",5,"White/Caucasian","Minority Chairman, PA State House Committee on Appropriations","2013","Member, Allegheny County Port Authority Board","1996-2001","BUS","Nuclear Buyer","PUB","Legislator","University of Notre Dame (IN)","B.A.","1972","Chartiers Valley High School (PA)","","1968","Duquesne University Graduate Business School (PA)","","1968","","","","","","","Rep. Joseph Markosek","Pennsylvania Representative","","","PO Box 202025","","Harrisburg, PA 17120-2025","jmarkose@pahouse.net","http://www.pahouse.com/contact/viaLDPC.asp?district=25","http://www.legis.state.pa.us/cfdocs/legis/home/member_information/house_bio.cfm?id=86","","http://www.facebook.com/JoeMarkosek","http://twitter.com/RepJoeMarkosek","","Images\Photos\SL\PA\H","Markosek_Joseph_198248.jpg"
24134,248710,"SL","H",100,"PA","Pennsylvania","102","","",56,100,"2006","2014","G","",0,0,0,0,0,0,0,0,"AOK","Normal",5443,6278,"R","RoseMarie","Swanger","","Rosemarie","Rep.","","Pennsylvania Representative","","F","RoseMarie Swanger","","Lebanon, PA","1945","10","31","Married","Leonard Gene Swangner","Jonestown, PA","1 child; 1 grandchild","MET","Methodist",5,"White/Caucasian","Chairman, PA State Subcommittee on Boroughs","2013","Member, PA Crime and Delinquency Commission","2001-2003","BUS","Owner","PUB","Legislator","South Lebanon High School","","1963","Lebanon Valley College (PA)","","1963","Thompson Institute (PA)","","1963","","","","","","","Rep. RoseMarie Swanger","Pennsylvania Representative","","","PO Box 202102","","Harrisburg, PA 17120-2102","rswanger@pahousegop.com","http://www.repswanger.com/Contact.aspx","http://www.legis.state.pa.us/cfdocs/legis/home/member_information/house_bio.cfm?id=1106","","http://www.facebook.com/repswanger?ref=ts","","http://www.youtube.com/repswanger","Images\Photos\SL\PA\H","Swanger_RoseMarie_248710.jpg"
24207,204059,"SL","H",111,"PA","Pennsylvania","175","","",48,100,"2006","2014","G","",0,0,0,0,0,0,0,0,"AOK","Normal",5516,6351,"D","Michael","O'Brien","H.","Mike","Rep.","","Pennsylvania Representative","","M","Michael H. O'Brien","","Philadelphia, PA","1954","07","24","Married","Rita","Philadelphia, PA","2 children","","",5,"White/Caucasian","Minority Vice Chair, PA State House Committee on Appropriations","2013","Member, Kensington South Community Development Corporation","2013","PUB","Chief of Staff","EDU","Teacher","LaSalle University (PA)","","2013","Northeast Catholic High School for Boys","","2013","","","","","","","","","","Rep. Michael O'Brien","Pennsylvania Representative","","","PO Box 202175","","Harrisburg, PA 17120-2175","mobrien@pahouse.net","http://www.pahouse.com/contact/viaLDPC.asp?district=175","http://www.legis.state.pa.us/cfdocs/legis/home/member_information/house_bio.cfm?id=1127","","","http://twitter.com/RepMikeOBrien/","","Images\Photos\SL\PA\H","OBrien_Michael_204059.jpg"
24362,198553,"SL","S",37,"RI","Rhode Island","033","","",31,61.600000000000001,"2012","2014","G","",0,0,0,0,0,0,0,0,"AOK","Normal",5704,6541,"D","Leonidis","Raptakis","P.","Leonidis","Sen.","","Rhode Island Senator","","M","Leonidis P. Raptakis","","Cranston, RI","1959","11","18","Married","Donna Marie Digidio","Coventry, RI","2 children","GRO","Greek Orthodox",5,"White/Caucasian","Member (RI033 D), RI State Senate","1996-2011","Member, RI State House of Representatives","1992-1996","BUS","Owner and Operator","","","Rhode Island College (RI)","B.A.","1985","Rhode Island Community College (RI)","A.A.","1981","Coventry High School","","1981","","","","","","","Sen. Leonidis Raptakis","Rhode Island Senator","","State House","82 Smith Street","","Providence, RI 02903-1105","sen-raptakis@rilin.state.ri.us","","http://www.rilin.state.ri.us/senators/Raptakis/default.aspx","","","","","Images\Photos\SL\RI\S","Raptakis_Leonidis_198553.jpg"
24456,267335,"SL","S",8,"OH","Ohio","025","","",5,100,"2008","2014","G","",0,0,0,0,0,0,0,0,"AOK","Normal",5065,5894,"D","Nina","Turner","","Nina","Sen.","","Ohio Senator","","F","Nina Turner","","Cleveland, OH","1967","12","07","Married","Jeffrey Turner Sr.","Cleveland, OH","1 child ","","",1,"Black/African American","Candidate, US House Ohio District 11 (OH11)","2012-2012","Member, Cleveland Ward 1 City Council","2006-2008","EDU","Professor","PUB","Director of Government Affairs","Cleveland State University (OH)","Mast. Deg.","2006-2008","Cleveland State University (OH)","Bach. Deg.","2006-2008","Cuyahoga Community College (OH)","A.D.","2006-2008","","","","","","","Sen. Nina Turner","Ohio Senator","Second Floor","Senate Building","One Capitol Square","","Columbus, OH 43215","turner@ohiosenate.gov","http://www.ohiosenate.gov/turner/contact","http://www.ohiosenate.gov/turner","","http://www.facebook.com/KeepStateSenatorNinaTurner#!/KeepStateSenatorNinaTurner#!/media/set/?set=a.429671103631.236037.312552848631&type=1","","","Images\Photos\SL\OH\S","Turner_Nina_267335.jpg"
24621,242843,"SL","S",15,"OK","Oklahoma","048","","",5,100,"2005","2014","G","",0,0,0,0,0,0,0,0,"AOK","Normal",5227,6058,"D","Constance","Johnson","N.","Connie","Sen.","","Oklahoma Senator","","F","Constance N. Johnson","","Holdenville, OK","1952","","","","","Holdenville, OK","3 children","COC","Church of Christ",1,"Black/African American","Staff, OK State Senate","1981-2005","Member, NCSL Executive Committee","1981-2005","VOL","Coordinator","VOL","Public Information and Training Officer","Douglass Senior High School","","1981-2005","University of Pennsylvania","B.S.","1981-2005","","","","","","","","","","Sen. Constance Johnson","Oklahoma Senator","Room 534-B","State Capitol Building","2300 North Lincoln Boulevard","","Oklahoma City, OK 73105","johnsonc@oksenate.gov","","http://www.oksenate.gov/Senators/biographies/johnsonc_bio.html","","","","","Images\Photos\SL\OK\S","Johnson_Constance_242843.jpg"
24713,272162,"SL","H",56,"OK","Oklahoma","087","","",37,55.399999999999999,"2008","2014","G","",0,0,0,0,0,0,0,0,"AOK","Normal",5165,5996,"R","Jason","Nelson","","Jason","Rep.","","Oklahoma Representative","","M","Jason Nelson","","","","","","Married","Lori","Oklahoma City, OK","2 children","BAP","Baptist",5,"White/Caucasian","Chairman, OK State Subcommittee on Human Services","2012","Aide, Gov. Frank Keating","2012","BUS","Wood furniture building","BUS","Employee","","","","","","","","","","","","","","","","Rep. Jason Nelson","Oklahoma Representative","Room 301-A","State Capitol Building","2300 North Lincoln Boulevard","","Oklahoma City, OK 73105","jason.nelson@okhouse.gov","","http://www.okhouse.gov/District.aspx?District=87","","","http://twitter.com/jasonnelsonok","","Images\Photos\SL\OK\H","Nelson_Jason_272162.jpg"
24807,362925,"SL","H",75,"NJ","New Jersey","015","B","",46,32.799999999999997,"1997","2013","G","",0,0,0,0,0,0,0,0,"AOK","Normal",4224,5018,"D","Bonnie","Coleman","Watson","Bonnie","Hon.","","New Jersey Assemblymember","","F","Bonnie Watson Coleman","","Camden, NJ","1945","02","06","Married","William E. Coleman, Jr.","Ewing Township, NJ","3 children;  2 grandchildren","BAP","Baptist",1,"Black/African American","Majority Leader, NJ State General Assembly","2006-2009","Chair, NJ State Democratic Committee","2002-2006","BUS","President","PUB","Chief","Rutgers University (NJ)","","2002-2006","Thomas Edison State College (NJ)","B.A.","2002-2006","Ewing High School","","2002-2006","","","","","","","Hon. Bonnie Coleman","New Jersey Representative","","State House","PO Box 098","","Trenton, NJ 08625-0098","AswWatsonColeman@njleg.org","http://www.njleg.state.nj.us/RepEmail.asp","http://www.njleg.state.nj.us/members/BIO.asp?Leg=180","","","","","Images\Photos\SL\NJ\H","Coleman_Bonnie_362925.jpg"
24906,197465,"SL","H",11,"NM","New Mexico","019","","",9,59.399999999999999,"1994","2014","G","",0,0,0,0,0,0,0,0,"AOK","Normal",4311,5132,"D","Sheryl","Stapleton","Williams","Sheryl","Rep.","","New Mexico Representative","","F","Sheryl M. Williams Stapleton","","St. Croix, Virgin Islands","1958","","","","","Albuquerque, NM","","","",1,"Black/African American","House Majority Whip, NM State House","2013","Advisory Member, NM State Joint Oversight Committee on Investments and Pensions","2013","EDU","Project Director and Coordinator of Career and Technical Education","EDU","Assistant Principal","Mexico State University, Las Cruces","Mast. Deg.","1987","Mexico State University, Las Cruces","B.S.","1978","","","","","","","","","","Rep. Sheryl Stapleton","New Mexico Representative","Room 413-B","State Capitol","490 Old Santa Fe Trail","","Santa Fe, NM 87501","sheryl.stapleton@nmlegis.gov","","http://www.nmlegis.gov/lcs/legdetails.aspx?SPONCODE=HSTAP","","","","","Images\Photos\SL\NM\H","Stapleton_Sheryl_197465.jpg"
25035,197594,"SL","S",2,"NY","New York","001","","",2,59.700000000000003,"1976","2014","G","",0,0,0,0,0,0,0,0,"AOK","Normal",4584,5407,"R","Kenneth","LaValle","P.","Kenneth","Sen.","","New York Senator","","M","Kenneth P. LaValle","","Brooklyn, NY","1939","05","22","Married","Penny","Port Jefferson, NY","2 children; 4 grandchildren","ROC","Roman Catholic",5,"White/Caucasian","Chairman, NY State Senate Committee on Higher Education","2013","Senate Chair, Minority Conference, NY State Senate","2011","EDU","School Administrator","LAW","Attorney","Adelphi College (NY)","B.S.","1961","New York University (NY)","","1961","Hempstead High School (NY)","","1961","","","","","","","Sen. Kenneth LaValle","New York Senator","Room 806","Legislative Office Building","188 State Street","","Albany, NY 12247","lavalle@nysenate.gov","http://www.nysenate.gov/senator/kenneth-p-lavalle/contact","http://www.nysenate.gov/senator/kenneth-p-lavalle","","","http://twitter.com/senatorlavalle","","Images\Photos\SL\NY\S","LaValle_Kenneth_197594.jpg"
25134,242265,"SL","H",69,"NY","New York","043","","",55,94.900000000000006,"2005","2014","G","",0,0,0,0,0,0,0,0,"AOK","Normal",4476,5299,"D","Karim","Camara","","Karim","Hon.","","New York Assemblymember","","M","Karim Camara","","Brooklyn, NY","1971","06","03","Married","Orelia","Brooklyn, NY","2 children ","BAP","Baptist",1,"Black/African American","Chairman, NY State Subcommittee on Retention of Homeownership and Stabilization of Affordable Housing","2013","","","CLE","Executive Pastor","VOL","Emergency Family Center","Wesley Theological Seminary (DC)","","2013","Fordham University (NY)","","2013","Alfred University (NY)","","2013","","","","","","","Hon. Karim Camara","New York Representative","Room 519","Legislative Office Building","188 State Street","","Albany, NY 12248","camarak@assembly.state.ny.us","","http://assembly.state.ny.us/mem/Karim-Camara","","http://www.facebook.com/karimcamara2","","","Images\Photos\SL\NY\H","Camara_Karim_242265.jpg"
